User,Gender,Handedness,Feature1_1,Feature1_2,Feature1_3,Feature1_4,Feature1_5,Feature1_6,Feature1_7,Feature1_8,Feature1_9,Feature1_10Feature2_1,Feature2_2,Feature2_3,Feature2_4,Feature2_5,Feature2_6,Feature2_7,Feature2_8,Feature2_9,Feature2_10Feature3_1,Feature3_2,Feature3_3,Feature3_4,Feature3_5,Feature3_6,Feature3_7,Feature3_8,Feature3_9,Feature3_10Feature4_1,Feature4_2,Feature4_3,Feature4_4,Feature4_5,Feature4_6,Feature4_7,Feature4_8,Feature4_9,Feature4_10
paul,m,right,14670219,31601136,23505497,18009225,10705768,38862133,20032867,17665099,24356558,5046168,14141156,27579111,24348325,25354870,7063516,40190177,13654741,21708853,26881147,5549987,1325524,18785504,14711890,8372791,19078559,25522306,5364996,9375354,12023058,17069227,12815631,8793607,9636434,6276311,13339827,14667871,8289745,12333499,9811920,15361908
paul,m,right,8590172,23856205,25234601,11113368,8317220,24815317,19815807,15133969,21342565,9970984,6056554,25361838,22222822,16330649,7711204,26262523,15161168,17269187,27773445,4417758,-2147483648,14060917,13933681,2824227,11141447,11914911,5468195,5440996,9514374,19485358,9795287,11300920,8289141,5189202,12900406,14347612,9692973,11828191,8288086,12705844
paul,m,right,11109810,24028134,20434149,8367655,9192365,21022467,13834798,12335837,22592952,8401555,5537657,23641989,20206261,13746567,7079517,23217295,7590790,18462015,27261648,3574634,-2147483648,15256671,12048830,210224,9402590,9598972,216476,4961523,9092460,17494016,8771463,8385318,8157430,4343977,11423494,13618322,7374314,13500491,9767632,13342267
paul,m,right,12641583,22826554,20482638,6796219,9593171,20120369,12728621,12613891,20700564,7574304,10100008,23332848,20200655,10606154,8180899,21013920,8555655,16206705,25636920,5232272,1811793,14538340,11688130,18484350,7876865,9210180,924881,4983118,9476976,17051281,8288214,8794508,1716305,2729289,10910188,11803739,7630773,11223587,8585639,13817911
paul,m,right,11441169,34540634,22322518,10605610,23838648,15936351,15478613,20607248,21313222,7566434,6555712,36638132,20201486,16704387,19787593,17686390,11710145,24043830,25448437,5552057,-2147483648,26767415,12451801,2855925,9990186,6138943,3931166,12828269,10097660,17664095,7773218,9870716,7749684,13848462,9797407,11547446,7778979,11215561,7784342,13336399
paul,m,right,11843713,22615765,20201762,7977582,5658945,22652550,20702891,10484354,24341535,6559028,7297946,25348946,18171102,9604746,8062907,23541723,16179127,14644577,28391502,2513745,231529,15549348,10402165,208645,5867591,10852488,8013655,2318882,12015840,18574868,7066417,9799597,7768936,3737154,11800062,12689235,8165472,12325695,9816634,12330380
paul,m,right,12025142,26282881,21298342,12514683,26859790,19811250,19696960,21221822,24526196,8083363,10101245,24145320,20705920,19206046,24323390,23341783,13301797,26363498,28715038,3734780,202585,16384220,13537243,5346005,12999750,8487610,4842786,12762812,10925510,19008874,9898660,7761099,7168677,13860040,11323639,14854173,8459010,13600686,9706164,13440945
paul,m,right,13533139,23943355,19697215,5556130,7744321,24882760,23233979,16363240,22728138,8081816,8202299,23729357,19695051,7170077,10819917,19691307,26369645,16265491,30391726,4720376,206888,15947944,11915801,17471932,5521202,12413968,15956640,5950235,12412882,20494699,7995411,7781413,2223118,1648874,12468791,7277339,10413005,10315255,9897026,14617403
paul,m,right,12722595,20507001,20204322,5526646,7217709,20695266,14646268,14313272,20304521,8619480,5670280,23343013,20202946,8679424,8597677,22220406,8085798,15939535,27803167,6056901,209458,15046179,11907487,17434134,4448898,7867062,292925,6520399,10885385,19504865,5460822,8296834,2768811,4230526,12828204,14353343,7792872,9419136,8298302,14355203
paul,m,right,13235573,19703211,18870608,4127957,6700409,17768571,18401082,17067014,20203455,10100356,5046037,20708410,18886409,5746756,8181258,19180609,15252873,18722343,32517136,4144947,-2147483648,12925776,11087973,15215931,3029931,6870488,6090961,7905102,9386214,19486571,6777435,7782634,3670477,2716824,10898083,12310121,9161911,10817241,13030565,17175512
