User,Gender,Handedness,Feature1_1,Feature1_2,Feature1_3,Feature1_4,Feature1_5,Feature1_6,Feature1_7,Feature1_8,Feature1_9,Feature1_10Feature2_1,Feature2_2,Feature2_3,Feature2_4,Feature2_5,Feature2_6,Feature2_7,Feature2_8,Feature2_9,Feature2_10Feature3_1,Feature3_2,Feature3_3,Feature3_4,Feature3_5,Feature3_6,Feature3_7,Feature3_8,Feature3_9,Feature3_10Feature4_1,Feature4_2,Feature4_3,Feature4_4,Feature4_5,Feature4_6,Feature4_7,Feature4_8,Feature4_9,Feature4_10
antoine,male,left,21625212,29293505,29189276,13637904,140399265,23855554,24923872,12626733,21227851,10590010,19829810,32193459,25248893,14164275,142397168,26891600,20389440,13654498,21799244,4048367,11035763,20499458,17495276,5884287,132119277,13577663,11609934,3847227,11420580,211346,8794046,11694000,7753617,8279988,10277890,13313937,8779505,9807270,10378664,3837020
antoine,male,left,19171889,25356549,26873265,20503085,32813627,14252309,18184295,8077830,20489103,7194692,17808733,27875548,24851414,18990791,32314131,16765550,16257098,10515218,19567395,8213351,9004593,16552409,15550126,11201797,25024633,6962811,8381555,202286,10176171,17370864,8804140,11323139,9301288,7788993,7289497,9802739,7875543,10312931,2196531,10409883
antoine,male,left,15766847,22842474,22391133,53851369,9900286,17674382,22526528,26365268,20802640,8589502,14237891,24334996,19871819,54673638,9596552,20512223,21204466,27473487,22015798,5759910,5947163,14551746,12607882,46587432,1814080,9891910,11906215,17067017,10396170,18985672,8290727,9783250,7263936,8086205,7782471,10620312,9298251,10406470,3030125,8790036
antoine,male,left,19192443,22319911,20808209,14147599,9194012,34136246,20302267,20200889,22708536,7596856,19170299,20838459,19798293,15844193,7675753,36987175,17272159,21717238,23836613,7281090,9401355,12550967,12520717,6870024,219843,26680336,9995428,12924158,13915456,21512313,9768944,8287492,7277575,8974168,7455910,10306839,7276731,8793079,2324300,9605390
antoine,male,left,16755387,26376097,22727525,15150073,48789977,16736197,18719049,11615656,21008896,6633478,17870514,26366536,20205270,13137051,51829459,17768381,17167325,12623514,21613804,6575718,8567757,17073340,13434330,8379133,44032059,8938797,9889465,4337797,12723178,19356657,9302756,9293195,6770939,4757918,7797400,8829583,7277859,8285717,2257147,8832865
antoine,male,left,17645418,22723058,21193779,10030719,14634316,19319825,32396565,32928174,20303364,7561821,16259984,23255352,19339624,11747993,14714463,22765798,30397156,30607072,23225924,7566165,8480110,14943183,12881610,3572705,6459028,11064390,20695158,23226176,12922468,20484290,7779874,8312168,6458013,8175288,8255434,11701407,9701998,7380896,2741634,10307799
antoine,male,left,18091990,19801760,24342014,12744131,16282556,35009771,25851591,27303586,20758325,7792089,18393274,20166399,22956148,13128408,15960013,37476724,22844669,29776961,21045647,8035825,9589454,10997940,15173555,4961538,8115686,27165445,15540312,19999228,10980592,18772681,8803820,9168459,7782593,8166869,7844326,10311279,7304357,9777733,2272965,10308791
antoine,male,left,17262586,18906978,23722045,8580922,13514467,18407445,18585096,13131138,21211052,7072846,15230889,19173707,20326615,11398819,12453011,19797754,16461534,14644803,23328868,6537876,6351665,10027754,14576091,2830399,4946047,10900481,9687822,6357426,12923675,19996521,8879224,9145953,5750523,8568420,7506964,8897273,6773712,8287377,3332347,9870223
antoine,male,left,15151635,25347910,22326890,13714374,8778236,28921514,20907952,18797153,21712898,6762076,18049037,23464520,18764230,14463398,10199417,30304462,18891899,20705035,21005891,6064228,6354533,13653406,12515776,7465920,1780758,20502855,11106345,11011599,12019461,18781538,11694504,9811114,6248454,6997478,8418658,9801607,7785554,9693436,2224352,8288581
antoine,male,left,199249381,19126561,21682766,14679406,40124522,24384966,20737636,21719197,21312746,7578868,199206339,19287298,19866894,16261797,40400044,25570995,19201816,22836442,22221327,7577941,191282816,11203038,13598505,8411018,32273743,16258664,11425306,13942686,12418990,19997858,7923522,8084260,6268388,7850779,8126301,9312330,7776510,8893755,2223468,9801410
