User,Gender,Handedness,Feature1_1,Feature1_2,Feature1_3,Feature1_4,Feature1_5,Feature1_6,Feature1_7,Feature1_8,Feature1_9,Feature1_10,Feature1_11,Feature1_12,Feature1_13,Feature1_14,Feature1_15,Feature1_16,Feature1_17,Feature1_18,Feature1_19,Feature1_20,Feature1_21,Feature1_22,Feature1_23Feature2_1,Feature2_2,Feature2_3,Feature2_4,Feature2_5,Feature2_6,Feature2_7,Feature2_8,Feature2_9,Feature2_10,Feature2_11,Feature2_12,Feature2_13,Feature2_14,Feature2_15,Feature2_16,Feature2_17,Feature2_18,Feature2_19,Feature2_20,Feature2_21,Feature2_22,Feature2_23Feature3_1,Feature3_2,Feature3_3,Feature3_4,Feature3_5,Feature3_6,Feature3_7,Feature3_8,Feature3_9,Feature3_10,Feature3_11,Feature3_12,Feature3_13,Feature3_14,Feature3_15,Feature3_16,Feature3_17,Feature3_18,Feature3_19,Feature3_20,Feature3_21,Feature3_22,Feature3_23Feature4_1,Feature4_2,Feature4_3,Feature4_4,Feature4_5,Feature4_6,Feature4_7,Feature4_8,Feature4_9,Feature4_10,Feature4_11,Feature4_12,Feature4_13,Feature4_14,Feature4_15,Feature4_16,Feature4_17,Feature4_18,Feature4_19,Feature4_20,Feature4_21,Feature4_22,Feature4_23
paul,m,r,28597982,19515005,32121378,14130539,17788218,15653331,12638304,19862837,11277631,58655204,28508113,9884231,6393151,14738594,20071699,14242234,12123291,12025006,23106023,4565666,7075231,25257919,14242142,37779377,6979642,36875220,13227945,17167014,15156560,11105299,22529435,11581204,59225947,21516264,13616094,7603240,13124761,24350850,405366,21289844,9075971,22563568,7569404,8867568,33668368,6558039,14122733,33637738,21000097,35130636,2815688,1302005,13940309,7541286,18818918,43363482,12645648,1013615,7406766,926026,7872964,22115198,9482272,217434,14247487,18813153,3324817,12145764,26387907,4141638,11121281,1744584,14972530,14351326,1216251,12321550,3710517,15291722,15862464,8870615,6209327,13812567,12198735,2235652,2641019,11807572,8858536,3750414,4244586,13112154,7280461,13838500
paul,m,r,24880621,7073170,28886203,10101839,16766025,15353177,8181914,52223688,10610036,18786760,21508367,11134012,11097015,47716965,12498161,10708271,14381594,9564911,19835050,5416049,5555838,23839667,12627547,23699943,3058308,35963012,8611443,14621720,19179118,9106529,52625975,8598270,14137304,24131194,15678143,10101289,48046144,11748045,3237215,17167424,5548349,23837120,5559983,5572323,35347608,7888410,11912144,18985314,21113265,31215105,3406676,4138132,12320046,36258087,46868123,4430637,11801701,22935713,9901534,31839067,44337229,6999356,6395690,15960601,13079878,18495927,214645,12922006,25549554,4714629,7772937,4747906,13359349,11215044,6859071,15965600,5757852,14356122,9706666,1195480,5776608,15877897,3708915,4748689,7985904,1206823,6755172,5341192,5345337,10917660,9798054,17686465
paul,m,r,27373200,8080837,29597570,7576935,12120094,15658073,16263271,12016290,13237387,14138858,21313493,9296050,8657180,12761867,20724594,7047372,18366819,9717422,21802568,4563425,7564763,24858039,15655372,28878477,4652057,31511282,7080777,7064751,20780901,14157434,17187699,11920589,9189540,19686323,13654393,9193084,9610211,22198106,3538390,19074879,9095845,22750042,5037214,9666739,32865161,13020058,21100896,17167930,24744865,5353678,6866223,2348593,207448,13444836,10395995,10599359,209086,8866266,7973740,9895037,16942410,9572733,215276,12921999,17485425,2300146,12454231,28109604,7777581,12429639,6766416,1727099,8791850,13914678,11808841,3742863,1524593,10714134,9086964,4788127,1219344,10829556,5255696,8794086,9502145,8880569,5264617,2737068,12403807,4755556
paul,m,r,25952846,13039753,28280471,6600104,14090260,16143102,6605228,18274576,8083820,25860135,22414639,4558051,9092574,13134458,5652602,9596418,16668180,11110406,21633892,4940022,5547905,21214576,12727879,65675268,25826743,8599826,30687472,11127293,10070967,12666140,8176138,24745953,4552930,24543914,19683278,10103590,9612843,7173532,10598133,5056099,16159793,11618134,22306756,4758180,7355270,27606142,6544428,13004413,217423,19898068,26498172,9900960,4845802,11451030,8883328,16967149,13528401,11399126,15957177,5366473,8397342,4437101,6859987,7873934,2824547,12840305,17780328,1021477,10122602,22850482,12948433,12822330,8382403,4189299,1226332,11297300,1215109,9391248,7778804,12331734,11015513,3726101,4737116,1215501,2736431,3738145,8794245,8285859,8793587,4526427,3736703,11091973,4755660,11300088
paul,m,r,16160591,15754756,25247065,6067293,14538344,13645162,9191628,12012188,7543883,14782336,18687624,7582015,7062080,13967033,5424653,8672995,15669316,10005518,28075547,7576011,6562215,20900564,11221867,21103466,6265410,27771344,8069770,10928523,11888041,8317283,19280232,8189207,7068813,19196429,13121920,7098024,9852386,7600242,5046932,16640142,6596807,26456173,15161501,5044354,31188667,2544608,1813792,17568549,15446737,21514031,211260,2927899,231486,3926392,11470276,6972380,10401982,17983998,5849649,6694762,5021390,3842000,6864141,229518,21708257,2828096,9390311,10085019,21306886,3534917,9800327,6257313,14327083,10717262,8960141,8085796,7809956,1216827,8285641,1212430,7272271,403262,4830995,3758242,8805174,9776000,6367289,4747915,5771190,10815545,9881780,12426389
paul,m,r,29254721,6157432,37529653,11090544,20706210,15248826,14319728,27995774,14148441,20908966,22226430,7078672,5629576,11312804,6686079,15745911,11623989,10684135,19910512,4350538,4760873,22685415,11280987,23538556,7054307,41023957,10598431,16163172,16433081,16695242,29965228,12761541,15763390,19704219,10189182,10403904,5540129,9618523,8185173,17766549,7075235,20477047,5274253,6064570,32628531,2522194,11074099,17231531,24168321,35258866,4342687,3428341,1314987,12615519,26763961,4946157,11409198,18487870,4413227,5536849,1819024,2406283,5845099,16529234,11597962,15948500,232326,11578917,22859905,6307024,13361331,5765091,16363522,11820485,13004740,15380254,3201267,15962808,10817232,1216348,5775955,4867054,3721105,13339628,5778889,1237314,8312550,4528547,5041926,11106497,9768626,12290820
paul,m,r,26036827,7130167,23697414,7068880,12729523,14130597,7583363,13635393,10705638,10806143,17889472,13518644,13216984,8099187,16266493,14144050,16546802,8108899,22205735,4554944,4456614,21402643,10100523,22842301,4721372,26277916,8179814,8114414,15127069,6570805,19284979,8283242,6949036,17404094,19806750,10597601,8887488,19498683,6642789,20016617,4517903,22766201,4037357,5151808,35852760,3012887,10196582,17326749,13460490,20529370,6980977,4817346,12400709,4338228,15043866,6565030,9222223,5336773,18553758,6846195,3627599,17771649,8176979,16285878,13957092,18512037,202449,12415927,22516451,5515551,10236923,5748545,1198836,9313251,2726359,9297165,4241113,1718212,8667248,8181871,1252992,3751406,12638894,1727034,8369823,3730739,8248643,4254164,3834907,8986716,13336308,16349195
paul,m,r,26260230,8584384,81308452,7576589,16368549,9285046,12428965,11709747,10101717,11512022,22424511,8182724,6061109,13133697,5551547,11916838,14647182,14645532,19797521,4547404,6059493,21819211,13461061,29298024,8273094,79587442,6067064,12106600,12418246,8086081,18702294,6538529,11720129,17690961,12220699,9605179,7969769,11522022,2508831,17702464,14603370,19824929,6868554,5781620,33692824,4572979,12419134,21003519,64740853,72317442,3031485,209931,220650,3844315,13946032,217231,10921613,1413376,7474485,8387484,4333851,8280921,8897249,5840317,11034468,15581872,1816435,10985471,24446533,8294505,16567599,7270000,13337064,9075115,12208315,7865431,4756261,11294791,11502898,6769348,4746213,1217695,3635917,3241101,5749932,8805215,8763053,4243057,5052119,10833740,9246290,13819269
paul,m,r,30601022,7575672,37475392,10198926,23737975,15128424,9414088,24226288,8081872,16246367,20946785,11913493,5556111,13323601,1910030,16265418,13416606,15150084,24879965,4542314,5050789,23815501,13357233,32610003,4053904,38580711,9090961,23237434,18465084,10619296,22738039,10186630,9064012,20236147,13633145,9272160,6787927,6673815,13127004,11608613,18798024,21203676,5556094,7582780,34133149,2008773,16256668,23832340,24643825,34842752,10909053,2800043,12214131,7356039,15437912,8946241,10642383,2319729,7875840,7566296,204167,3007841,3297443,6838914,12920855,17463170,1310284,11986909,25344142,8777662,12831567,3737959,12828921,12328381,6250952,16870249,7300126,1240389,10304402,9593764,5757304,1705863,6583760,13257576,10119162,8311169,11959110,3740505,4245810,11828591,8789006,10797779
paul,m,r,22751133,8648241,25252976,4576879,21916911,11615598,18180796,12321462,11818112,15755956,23337004,31812516,10104984,16968566,4526178,15774369,16157789,12707611,18204496,4545726,6061598,19797979,8266895,26570507,3009454,28294141,7679199,16261556,16161626,13614508,19711440,9104628,12104185,21830181,37874542,9260338,11276220,10571432,12221783,18783941,5563598,19690230,7575543,3038564,31410601,1211663,11617893,20266134,15939148,20516028,6459599,1813642,3832812,2539766,14357879,1297766,12530585,22512920,32617904,2451590,6977768,904485,4840490,17548101,11405058,15950784,2322152,11506024,19772920,6304373,9313827,7778112,15457311,9801956,14347984,9781695,5353561,14458189,10806418,9299596,5256638,14516976,4298451,14869884,11317298,1235839,6799437,3739445,5253390,8291954,11637680,12849343
