User,Gender,Handedness,Feature1_1,Feature1_2,Feature1_3,Feature1_4,Feature1_5,Feature1_6,Feature1_7,Feature1_8,Feature1_9,Feature1_10,Feature1_11,Feature1_12,Feature1_13,Feature1_14,Feature1_15,Feature1_16,Feature1_17,Feature1_18,Feature1_19,Feature1_20,Feature1_21,Feature1_22,Feature1_23Feature2_1,Feature2_2,Feature2_3,Feature2_4,Feature2_5,Feature2_6,Feature2_7,Feature2_8,Feature2_9,Feature2_10,Feature2_11,Feature2_12,Feature2_13,Feature2_14,Feature2_15,Feature2_16,Feature2_17,Feature2_18,Feature2_19,Feature2_20,Feature2_21,Feature2_22,Feature2_23Feature3_1,Feature3_2,Feature3_3,Feature3_4,Feature3_5,Feature3_6,Feature3_7,Feature3_8,Feature3_9,Feature3_10,Feature3_11,Feature3_12,Feature3_13,Feature3_14,Feature3_15,Feature3_16,Feature3_17,Feature3_18,Feature3_19,Feature3_20,Feature3_21,Feature3_22,Feature3_23Feature4_1,Feature4_2,Feature4_3,Feature4_4,Feature4_5,Feature4_6,Feature4_7,Feature4_8,Feature4_9,Feature4_10,Feature4_11,Feature4_12,Feature4_13,Feature4_14,Feature4_15,Feature4_16,Feature4_17,Feature4_18,Feature4_19,Feature4_20,Feature4_21,Feature4_22,Feature4_23
estelle,f,both,23846027,13682464,13593385,26064214,12834637,23530727,33433643,84238132,10232907,60385095,25354315,10103846,12649658,29444812,48621617,24543764,14955909,21008755,56669519,24246636,8182554,20039131,21293533,22324014,13639689,15155449,23016434,15667788,21316153,37377233,81709809,12124965,59510076,21312175,13132685,13135146,29089453,51115658,20984885,14876384,20513897,56655463,21730519,12894396,19317198,25875855,14541601,5900051,5853747,16762513,6580716,14443654,26561143,73422042,1945141,50205270,16049509,4841180,4358153,20667818,40199982,13628088,7599111,13731482,49887104,17478276,3930311,11075047,13051382,7782413,7739637,9301701,6253921,9087072,6872499,10816089,8287766,10179824,9304805,5262665,8291504,8776993,8421635,10915676,7356797,7277272,6782415,6768359,4252242,8964084,8242151,12824473
estelle,f,both,23440371,11002073,16265661,21011330,11230803,20193009,16155855,74148446,15279565,59484299,23109415,22331978,12736985,38617370,11773342,23222180,13772219,70546195,25725083,20403604,11612378,19336174,20450520,21197944,12627020,15928947,20849831,11622071,19249086,16472477,76403299,15743642,57390015,20209309,24439765,12903598,37410409,13732631,19197591,16732147,71039560,25265437,18353535,14170409,20287053,18512582,14027089,3831217,7469857,12552239,2933211,11504150,8410920,66086888,4963154,48703811,14423212,16545881,4843100,30556873,4919806,14409355,8983983,62798030,17483553,12621720,5880564,11046329,11209796,7170855,8795803,8459090,8297591,8688859,7744935,8061557,10316411,10780488,8686203,5786097,7893884,8060497,6853536,8812825,4788236,7748164,8241529,7781883,5731814,8289845,9240723,7302786
estelle,f,both,23815793,10099810,15658124,23544579,9388537,21033151,15201080,16700006,13607141,25074720,22543299,19998321,15626530,92453068,32034902,22322460,13637738,55983630,28774350,22223344,7171491,20506975,17687204,21306806,10101231,17794106,22207603,11616046,17376299,16873254,15655374,14145662,24352867,20674790,22054851,16945700,91522927,32148743,19575639,15906760,61397158,23834429,20720474,10198947,18481135,16943994,14030068,2823071,8379965,14130438,1311372,10728477,8553259,8380011,6331779,17260837,15451270,14774800,8346480,83853848,24365823,14539539,8601637,48678507,16055699,14444614,895631,11203658,10409727,7276738,7278159,9414141,8077164,10304673,6647821,8319994,7275362,7813882,7092029,5223520,7280051,8599220,7669079,7782920,5036100,7305122,12718650,7778730,6275860,9303316,7277476,6534266
estelle,f,both,22712303,12127253,13740892,19981150,11337001,20196202,15170458,25543961,13928471,76682915,26366507,23236473,38686888,68791691,8702621,22912390,14243387,15273856,28761840,19701597,9882601,20303891,20206417,18702585,13628250,13747222,20202203,11582370,18013098,17177538,26461176,13240675,75623714,25354086,28317709,37173412,66266162,10200449,18888948,15727205,19830501,24739673,18702765,12416065,17746542,20200993,11917286,5341954,5454596,11688525,2823322,11437154,8594514,16960936,4428231,67870471,18613264,16495651,26864829,58483109,919568,13631509,8985947,8532598,17463937,12425860,3605696,11493523,13953398,6785298,8286296,8292625,8513678,8759048,6575943,8583024,9500239,8812443,7753242,6740821,11822058,10308582,7783052,9280881,5257439,6741257,11297902,7275736,6276904,8810368,6253018,6247594
estelle,f,both,28079736,64750573,14139544,23535585,23524535,21628843,20709683,140679527,21232474,45778508,24645159,33741107,13603616,29020332,10102384,22897963,13871448,13625746,25370105,19375610,10524129,20879357,18501465,25556364,67779332,13138648,23112189,24255817,19803286,21210488,144018521,18414373,48183139,21998900,33952549,15766933,25860181,12628023,18971952,15782786,15622695,22859229,18690403,12731328,19497333,20212267,19288300,58482509,4842721,15239657,15652004,13025030,13931427,133400466,10614419,37978554,14440573,26182780,5833847,19087246,3329449,13599389,8498885,6341845,16089255,12605635,4439361,12587391,11591523,6268064,9296823,8295927,7872531,8603812,6778256,7279061,10618055,7799954,10204585,7558326,7769769,9933086,6772935,9298574,5372563,7283901,9280850,6769974,6084767,8291966,6909942,8620744
estelle,f,both,23232601,17676835,41517974,24509461,17303066,19394640,13239765,15952579,10606472,23136593,21208608,12295790,15582678,24849810,205077738,25315908,15411983,128721699,36098236,30607089,10675596,20305459,18717821,21190824,19247951,44985298,22099489,16145488,17713573,16257634,13634079,13134401,19091625,20986332,14876019,15244901,23850600,207077465,23033185,16158832,129803339,34543780,28670330,14772142,19694974,18787603,14405464,10891475,33161499,12685662,7889240,11138392,6664584,6359530,3331923,13334115,15451099,6760558,7467217,17072125,198299263,16537706,8916504,121479371,27774268,23837577,5842843,11376160,10399007,6785359,8356475,11823799,9413826,8256248,6575181,9593049,7274549,9802478,5757509,5535232,8115461,7777684,6778475,8778201,6495479,7242327,8323967,6769511,4832753,8929299,8318813,8388595
estelle,f,both,26349897,53006673,24176183,23699486,19796562,18468035,14576091,19379927,12321971,25253698,23437022,12750341,19576365,47988728,26880327,27154471,16968720,26391843,25227261,20202521,9285249,21936645,21709231,24715975,54278244,24539122,21716481,18792045,18048094,15879405,19096920,12717388,26859722,19320672,15148629,19291194,47176284,28889615,25454911,16364657,30779677,20838106,18688071,12523971,20187079,23757126,15575656,43866354,13764293,12924657,11004738,10680728,7208724,10709246,3934297,16470606,13047906,6477575,10905311,39602845,19306888,17571744,9085554,19112740,13560323,12924738,3521916,12934589,14456742,9140318,10411890,10774829,8791824,7787307,7367366,8670681,8387674,8783091,10389115,6272765,8671053,8385883,7573439,9582726,7883166,7279103,11666937,7277782,5763333,9002055,7252489,9300384
estelle,f,both,20204697,31109260,21719349,20792123,11629390,19697907,16333110,26595978,15121397,19829929,21315179,17779093,16869802,30809683,11717212,21720279,15121967,16463010,26307279,21318496,9176364,20819990,19281668,18672996,32619115,21714928,18793328,11630714,19679640,16951180,27486822,14656871,19791719,18792281,19980270,19213743,28351319,12667978,20201315,16263634,19187550,22432753,19786265,13239395,19696534,19495239,11388694,23824958,12925192,12002386,4838448,12905641,9559110,19203908,6838483,12011540,13535000,12521812,9411345,21007285,4373178,13425479,8346132,8545508,15665237,14550980,3941079,11521674,11106808,7284301,8794157,8789736,6790941,6792265,6773999,7392070,8282914,7818388,7780179,5257280,7458457,9802398,7344033,8294800,6775835,7917502,10642042,6767516,5235285,9298316,8174860,8388430
estelle,f,both,24343341,16664570,14651890,22100554,13137759,21228162,14241152,34849442,18086397,51630116,24835090,11805105,26378115,29800504,11714758,22222639,14330843,15371584,24848821,19688272,7684337,21214312,16374231,23333437,18967103,12353270,22151371,14094401,19714960,17272414,34348107,18106860,49563954,23361480,13091177,28613973,28883979,11580161,20741379,15051411,16768873,23239330,18276271,10625146,18673500,20382369,16055924,9387057,5071844,14819128,5805515,12939276,7465468,25042497,8780787,42304043,17575179,6018804,19305742,20492273,3323052,13965530,7554994,7875168,15955115,12404057,1812124,12401290,10102022,7277512,9580045,7281426,7332243,8288886,6775684,9806945,9305610,9326073,7259910,5786300,7072373,9308231,8391706,8257109,6775849,7496416,8893705,7284214,5872213,8813022,6272209,10280347
estelle,f,both,24544456,12222222,17169839,19796553,11107253,22835589,12436081,19769609,11633541,70386868,24434982,40136067,16163494,37676801,10730446,23108325,14750083,25254201,24021069,20312808,8595533,20308624,18179759,24046983,13727992,16160402,19766329,11627312,20326179,16467869,18284596,12611128,69610503,23240087,41387413,17399039,35659281,12121424,21787197,13668395,27747212,21578934,19771051,10569570,19832412,19196013,17266366,5441606,8883452,12519603,3860527,15068804,7178706,10480446,3829391,61605131,16429610,33325590,8101672,28379433,3450598,14437499,7400385,18986192,15260049,13993922,2818404,12557459,10904805,6780616,8286386,7276949,7246725,7766784,5257375,9289163,7804149,8781736,8005371,6810476,8061822,9297367,7279847,8670825,7349697,6268009,8761019,6318885,5777128,7751165,7274953,8291207
